报告日期,2021-12-31,2020-12-31,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,
主营业务收入增长率(%),-4.7,12.23,22.3,70.5,34.65,9.72,-16.1,9.95,20.75,-5.94,40.99,38.04,3.18,29.04,16.65,48.68,29.11,47.23,89.85,45.74,66.3,15.16,--,
净利润增长率(%),-6.06,5.88,12.13,86.48,83.55,17.34,-34.17,18.1,51.83,-45.35,86.08,73.52,36.66,-0.91,42.36,223.34,-59.52,30.42,199.6,40.44,132.16,187.02,--,
净资产增长率(%),14.04,18.2,22.25,26.59,14.53,8.64,6.18,18.46,14.83,9.25,31.46,21.6,15.97,118.81,30.19,29.41,3.25,16.39,41.65,32.89,24.62,6.94,--,
总资产增长率(%),14.7,12.42,19.55,22.44,11.53,3.53,3.45,9.84,6.37,4.19,39.05,28.13,10.85,37.02,35.34,19.2,19.76,20.5,49.82,46.66,36.67,2.53,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
