报告日期,2021-12-31,2020-12-31,2019-12-31,2018-12-31,2017-12-31,2016-12-31,2015-12-31,2014-12-31,2013-12-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,
流动比率(%),3.78,4.66,3.54,2.76,2.18,1.72,1.28,1.74,1.69,1.59,1.52,1.01,0.84,1.21,0.73,0.62,0.46,0.59,0.65,0.4,0.59,0.65,0.61,
速动比率(%),3.48,4.38,3.34,2.52,1.95,1.46,1.08,1.44,1.44,1.31,1.26,0.82,0.66,1.04,0.57,0.43,0.33,0.45,0.55,0.32,0.48,0.52,0.47,
现金比率(%),212.85,256.69,200.59,143.85,117.27,91.42,70.93,98.3,77.39,56.7,47.25,20.92,30.04,60.85,14.77,19.59,16.01,26.82,45.45,22.82,33.48,28.22,23.34,
利息支付倍数(%),-3255.85,-3009.9,-3229.69,-8258.99,9945.46,3559.4,1862.84,2183,1404.2,907.12,2588.07,1779.54,1355.8,532.05,674.01,594.16,293.45,815.47,976.12,669.38,383.89,237.49,145.65,
资产负债率(%),16.78,16.3,20.39,22.15,24.71,26.68,30.13,31.92,36.88,41.53,44.24,41.02,37.85,40.59,62.8,61.33,64.38,58.68,57.22,54.75,50.06,45.23,47.49,
长期债务与营运资金比率(%),0.04,0.04,0.06,0.06,0.2,0.44,0.39,0.2,0.37,0.65,1.1,72.46,-2.73,2.56,-3.76,-2.75,-1.23,-1.29,-1.48,-0.58,-1.4,-1.96,-1.57,
股东权益比率(%),83.22,83.7,79.61,77.85,75.29,73.32,69.87,68.08,63.12,58.47,55.76,58.98,62.15,59.41,37.2,38.67,35.62,41.32,42.78,45.25,49.94,54.77,52.51,
长期负债比率(%),1.63,1.65,2.17,1.74,3.98,4.97,2.12,2.06,4.01,6.41,11.63,18.16,11.44,14.19,31.64,31.26,25.34,20.26,19.49,13.93,18.1,18.29,18.15,
股东权益与固定资产比率(%),283.45,262.46,234.82,191.15,153.13,128.13,119.76,121.49,113.94,103.71,108.72,108.52,114.23,112.41,61.09,58.98,52.77,62.38,74.13,72.15,82.51,89.71,78.78,
负债与所有者权益比率(%),20.17,19.47,25.62,28.46,32.82,36.38,43.12,46.89,58.42,71.02,79.33,69.54,60.9,68.32,168.8,158.58,180.73,142.03,133.76,121.01,100.25,82.6,90.45,
长期资产与长期资金比率(%),54.68,51.3,55.86,65.11,78.69,93.44,104.49,107.59,109.56,113.39,102.72,101.25,106.79,92.64,112.56,116.65,134.87,126.12,122.11,141.97,119.23,112.78,116.4,
资本化比率(%),1.92,1.93,2.65,2.19,5.02,6.35,2.95,2.93,5.97,9.88,17.26,23.54,15.55,19.28,45.96,44.7,41.56,32.9,31.3,23.54,26.6,25.04,25.68,
固定资产净值率(%),56.69,57.43,58.12,60.64,63,66.98,69.9,71.74,73.03,75.81,77.3,76.02,75.17,76.5,77.31,76.96,78.54,79.15,77.26,75.77,70.91,68.69,73.51,
资本固定化比率(%),55.74,52.31,57.38,66.57,82.85,99.78,107.66,110.84,116.51,125.83,124.15,132.42,126.44,114.76,208.3,210.94,230.8,187.97,177.74,185.67,162.43,150.45,156.63,
产权比率(%),18.98,16.37,21.99,24.7,28.24,28.02,30.64,23.71,31.1,39.34,57.14,67.49,59.61,68.1,168.19,157.85,179.05,141.14,132.42,118.92,99.92,82.6,90.39,
清算价值比率(%),582.91,680.14,539.42,490.9,439.53,453.48,435.44,578.92,476.26,409.33,297.17,239.7,258.11,237.52,152.7,155.07,153.18,166.79,170.62,176.11,184.43,198.95,188.43,
固定资产比重(%),29.36,31.89,33.9,40.73,49.17,57.22,58.34,56.04,55.4,56.38,51.29,54.35,54.41,52.85,60.9,65.57,67.5,66.23,57.71,62.71,60.52,61.05,66.65,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
